company_name,glusr_usr_mobile_country,mobile1,mobile2,pns_no,email_verified,mobile_verified,contact_address,city_state_zip,glusr_usr_company_desc,country_code,primary_phone,city,state,pincode,industry,,match_status
Trane India Private Limited,91,9790980227,,8046040689,Verified,Not Verified,No. 3 Vijayaraghva Road T- Nagar Chennai Tamil Nadu 600017, Chennai Tamil Nadu 600017,at trane we're all about air &ndash; cool air warm air clean air. as a world leader in air conditioning systems services and solutions we control the comfort of the air for people in homes and many of the world's largest and most famous commercial industrial and institutional buildings. and we're applying trane's expertise in environmental technology and energy conservation to make a difference in energy efficiency around the globe.,91,9.20E+11,Chennai,Tamil Nadu,600017,Manufacturing,,MISMATCH
Seasons Tex,91,9150086353,9443134753,8048702217,Verified,Verified,135 Venus Nagar Kolathur Chennai Tamil Nadu 600099, Chennai Tamil Nadu 600099,established in the year 2011 at chennai tamil nadu we &ldquo;seasons tex&rdquo; are a partnership based company involved as the manufacturer wholesaler and exporter of cotton cushion cotton pillow cotton scarve cotton throw and many more. our quality integrated assortment is the production of the combination of the durable work of our hard-working manpower and the contemporary techniques that we own as our pride.&nbsp;,91,9.19E+11,Chennai,Tamil Nadu,600099,Manufacturing,,MATCH
Menez Mart,91,9074149772,,8048001712,Verified,Not Verified,Chinnandikuppam Road Near Vettuvankeni Chennai Tamil Nadu 600041, Chennai Tamil Nadu 600041,,91,9.19E+11,Chennai,Tamil Nadu,600041,Retail & E-Commerce,,MISMATCH
Chennai India Properties Private Limited,91,9444033192,,8048026253,Verified,Verified,No. 6 Sadullah Road T. Nagar Chennai Tamil Nadu 600017, Chennai Tamil Nadu 600017,chennai india properties was established in the year 1988. we are offering real estate services building constructionservices residential construction services house construction services etc. we are a professionally managed real estate services agency in chennai catering to the needs of various multinational companies corporate sectors private and public limited companies and also innumerable individuals in chennai looking out for quality service.we do not limit ourselves to buying and selling of properties. we also undertake assignments in lease and rentals of residential commercial and factory sites in and around chennai metropolitan area. on offer is a host of property management services like rental collection municipal corporation assessment and other property related liaison works. customer satisfaction is our driving force. our reason to stay in business and prosper is that we concentrate on the primary objective of our existence to provide customer satisfaction.,91,9.19E+11,Chennai,Tamil Nadu,600017,Real Estate & Construction,,MATCH
Gtee Botanical Extract Private Limited,91,9444002193,9444955493,8042780678,Verified,Verified,No. 1 Kaveri Nagar Beach 5th Street Kottivakkam Chennai Tamil Nadu 600041, Chennai Tamil Nadu 600041,gtee botanical extract pvt. ltd. manufactures a wide range of herbal teas to suit the customer taste and need. we deliver these teas in the form of tea bags and pouch packs with an uncompromising quality to customers. we make a perfect blend of teas to deliver an exotic taste to the palate of all the tea connoisseurs. the various products include green tea green tea with diverse flavors hibiscus tea moringa tea etc.we undertake contract manufacturing and contract packaging for our business entities and ensure that we meet their expectations.it is the quality support&sbquo; the efficient management and the team work which lends us a unique feature and fortify us in the modern trade.we strive to landmark our identity in the global trade by extending our network with our products of exclusivity and distinctive quality attribute.,91,9.19E+11,Chennai,Tamil Nadu,600041,Manufacturing,,MATCH
Esab India Limited,91,9339766867,,8041947585,Verified,Verified,Southern Region Plot No.13 3rd Main Road Industrial Estate Ambattur Chennai Tamil Nadu 600058, Chennai Tamil Nadu 600058,\r\n\r\n\r\n\r\n\r\nesab india limited started its operations in 1987 by acquiring the welding business of peico electronics &amp; electricals limited (now philips india limited). the company continued its expansion in the indian market with the purchase of indian oxygen limited's welding business in 1991 and flotech welding &amp; cutting systems limited in 1992 followed by the merger of maharashtra weldaids limited in 1994.\r\nesab india limited is owned 73.72% by the esab group. the remainder of its shares are held widely. the company is listed on the stock exchanges of mumbai and the national stock exchange.\r\ntoday esab india has established itself as one of the leading suppliers of welding and cutting products in the country. esab products are now an integral part of industries like shipbuilding petrochemical construction transport offshore energy and repair and maintenance.\r\nesab india's initiative on total quality management has resulted in iso 9000 and iso 14000 certifications for four of its principal manufacturing facilities located at kolkata chennai and nagpur. further the skills know-how and resources at its research and development departments have helped the company to offer a wide range of world-class products for diverse applications cost effectively.,91,9.19E+11,Chennai,Tamil Nadu,600058,Real Estate & Construction,,MATCH
Hasini Trading Company,91,9841733189,,8046039546,Verified,Verified,25/15 Managappan Street Sowcarpet Chennai Tamil Nadu 600079, Chennai Tamil Nadu 600079,hasini trading company (formerly known as sachchiyay mouldings) was established in the year 2009 at chennai and since then it is engaged in manufacturing distributing wholesaling supplying and trading of industrial paper paper plate making machine packaging paper tetra pack paper paper die cutting machine metal dies and many more. our infrastructural facility is well equipped with all the requisite tools and advanced technology facilitates the production of impeccable quality products. our team comprises of well experienced professionals who are committed towards the manufacturing of quality driven products and that is why make use of the finest quality raw material that is well tested and verified on several quality parameters in our in-house quality testing unit. stringent quality measures are practiced in the manufacturing process to ensure the desired quality of our products. we are basically a sole proprietorship based company performing well under the guidance of our owner mr. manish kumar rathi.,91,9.20E+11,Chennai,Tamil Nadu,600079,Manufacturing,,MATCH
Motorleben Technologies,91,8144803949,9791023508,8071815639,Verified,Verified,No. 36 Kairali School Muniswamy Street Athipattu Chennai Tamil Nadu 600058, Chennai Tamil Nadu 600058,motorleben technologies &nbsp;is a company registered in 2012 aimed at manufacturing critical gaskets and sheet metal components for automobile/other industry. it started the operations in january 2013.\r\nthe company is backed by 20 years of technical expertise in automobile industry with design and manufacture of engine sealing components for all leading engine manufacturers in india and abroad with latest german and japan technical &nbsp;knowhow.\r\nthe company has implemented quality control systems process and design parameters and &nbsp;have the iso certification done in july 10th &nbsp;2013 by tuv -sud. it &nbsp;is always &nbsp;updating the requirements based on the customer demand. we &nbsp;have the target to get the ts 16949 certification by june 2014.\r\nat motorleben we are aware of the environmental and safety commitments and &nbsp;even at the very preliminary stage it has its own established &nbsp;environmental and safety policy . the company aims to achieve the environmental and safety &nbsp;certification during 2 years of &nbsp;operation.,91,9.18E+11,Chennai,Tamil Nadu,600058,Manufacturing,,MATCH
Ark Line,91,9840282190,9600001083,8045139359,Verified,Verified,No. 37-A North Beach Third Lane 1st Floor BWC Tower Chennai Tamil Nadu 600001, Chennai Tamil Nadu 600001,incorporated in the year 2004 ark line has created a top notch position in the market. the ownership type of the company is sole proprietorship and we have situated our operational head at chennai tamil nadu (india). our company is betrothed in rendering services that includ freight booking service liasioning consultancy service shipment tracking service and many more. our company has grown from strength to strength by providing service to our valuable customers. we make sure that the services are rendered by using latest methodologies in order to execute quality services in the market. we make sure that the services are reliable and efficient so that customers are completely satisfied by us. our services are preferred by our customers due to its excellent qualtiy and market leading prices. the services are keenly examined by our quality analysts under various parameters. our quality inspectors make sure that the customers are always satisfied by our services. thus by providing excellent quality services in the market we have created a reputed niche in the market.,91,9.20E+11,Chennai,Tamil Nadu,600001,Transportation & Logistics,,UNKNOWN
BGR Dairy Foods,91,9840777181,9566999876,8046067875,Verified,Verified,10/41 Akbarabad 2nd Street Kodambakkam Chennai Tamil Nadu 600024, Chennai Tamil Nadu 600024,bgr dairy foods was established in the year 2012. we are the leading manufacture and trader of pure butterkhova cheddar cheese etc. theses products are manufactured under the safe and clean conditions as they are used for consumption purposes. the manufacturing unit is equipped with all the latest technology and modern machinery which help us to produce the superior quality products in large quantity at cost-effective manner.our manufacturing unit is regularly cleaned in order to maintain hygiene and prevent the product from dust particles and impurities. apart from this we are blessed with the expertise professionals and essential resources which are another reason why our company offer premium quality.,91,9.20E+11,Chennai,Tamil Nadu,600024,Manufacturing,,MATCH
Pro Sport,91,9940030504,,8049676656,Verified,Verified,No Aa 1 3rd Main Road Anna Nagar Near Street Between Nail And Bharat Scans Chennai Tamil Nadu 600040, Chennai Tamil Nadu 600040,are you sporty? are you a fitness do you care for quality? for ambience? value-for-money? wide choice? courteous service?come running to prosport.&nbsp;the store for top brands of sporting gear sportswear swimwear sports shoes and fitness gear and accessories,91,9.20E+11,Chennai,Tamil Nadu,600040,Retail & E-Commerce,,MATCH
Krishna Cycle Store,91,8668173710,7871636836,8041947072,Verified,Verified,MIG No. 2179 2nd Street Road Ayyapakkam (Nr. Ganesh Bhavan Hotel) Chennai Tamil Nadu 600077, Chennai Tamil Nadu 600077,,91,9.19E+11,Chennai,Tamil Nadu,600077,Retail & E-Commerce,,MISMATCH
Perfect Die Castings,91,9176660886,,8046065608,Verified,Not Verified,No. 5/2 Pallavaram Main Road Andal Kuppam Chennai Tamil Nadu 600069, Chennai Tamil Nadu 600069,perfect die castings was established in the year 2009. we are the leading manufacture supplier of pressure die castings.we make use of optimum quality raw materials for the manufacturing process and follow the existing industrial guidelines to ensure long lasting and robust products. our organization believes in upgrading the company resources to fulfill the diverse customer requirements. in addition we offer client-specific customization in our range of castings and frames.,91,9.19E+11,Chennai,Tamil Nadu,600069,Manufacturing,,MATCH
Eswari Enterprises,91,9941420220,9445645567,8048015037,Verified,Verified,No. 37 D Kumarappam Street Chennai Tamil Nadu 600034, Chennai Tamil Nadu 600034,incorporated in the year 2010 at chennai tamil nadu we &ldquo;eswari enterprises&rdquo; are a sole proprietorship (individual) based company engaged as the manufacturer of office chair executive chair office workstation wooden desk modular table and many more. provided products are manufactured utilizing qualitative raw material which improves the excellence of the entire range. we offer these products at competitive prices to our respected clientele within the defined time duration.,91,9.20E+11,Chennai,Tamil Nadu,600034,Manufacturing,,MATCH
SFP Sons (India) Private Limited,91,9940053005,7397373686,8048585652,Verified,Verified,H1/1 H/2 Ground Floor 8th Cross Street TNHB Colony Durga Nagar Tambaram Sanatorium Chennai Tamil Nadu 600047, Chennai Tamil Nadu 600047,bringing fragrance to life sfp sons india pvt. ltd. was founded by dinesh s. patel in the year 1992 with the vision of &ldquo;bringing fragrance to life&rdquo;. erstwhile known as s. f. patel & sons (india) sfp sons manufactures high quality perfumes attars essential oils and body care products and makes them available all over the world at affordable prices. sfp sons&rsquo; quest for high quality involves sourcing of pure raw materials from all over the world and manufacturing those using modern technologies to produce the best fragrances. sfp sons has acquired the best business practices and iso certifications. today the company not only manufactures and exports high quality perfumes and attars but also forays into new market segments ranging from home essentials beauty care and more. sfp sons annual turnover is now more than 100 crores inr from exports alone. the numbers are growing as sfp sons continues to attract organic and new customers from world over with flagship brands such as jass ahsan taibah malaki salaam crazy moments and silent valley.  sfp sons remains the leading manufacturer and exporter of high quality fragrances in india. all products manufactured and exported are skin friendly and abide by all international standards laid down by governing bodies like ifra fda etc. sfp sons manufacturing facility is spread over 400000 square feet across chennai tamil nadu and the newly opened plant at jambusar gujarat. while the chennai plant is spread across 100000 square feet; the newly opened plant at jambusar is spread across 300000 square feet well equipped with state of the art r&d laboratory to meet the growing demand of quality fragrances. the company credits its success and growth to its 600+ employees who have been the backbone of its system. sfp sons has a presence in 20 countries around the globe. sfp has a network of more than 1000 distributors and hundreds of sales force that roughly translates to 30000 mass merchant accounts in india. sfp son's strong infrastructure sap controlled organizational processes and modern facilities help every process and product of sfp to fulfil its brand promise of bringing fragrance to life.,91,9.20E+11,Chennai,Tamil Nadu,600047,Healthcare Services,,UNKNOWN
